"LF","SD1","VLF","KURT","LF_PCT","SD2","VLF_PCT","SDSD","MEDIAN_RR","MEDIAN_REL_RR","condition"
871.8827822,12.82928838,5564.909941,-0.253860228,13.38667971,368.3028539,85.44229626,18.1373008,890.49294,0.000112515,2
403.5640606,6.855417231,1267.661527,-0.278636141,23.71253321,91.09854743,74.48499262,9.691789653,708.46069,5.03e-05,2
1781.501226,14.04717059,901.817633,1.035231257,63.59700039,94.94250339,32.19357671,19.85907173,693.577875,-0.002900657,2
657.0040667,10.617614,1175.572635,-0.188486912,34.62319317,100.5533727,61.95102965,15.01056435,811.01379,-0.00058205,1
672.4366247,10.56057933,4839.772366,2.661168385,11.98279887,226.4950896,86.24458677,14.92993206,677.473075,0.000552808,2
457.288232,6.303645409,1543.560468,5.78215443,22.48062273,101.9230396,75.88255746,8.911726785,597.04677,0.000298505,2
1633.410164,13.61358284,1030.679073,0.647808915,60.71421633,99.41487385,38.31056864,19.24609063,843.29742,-0.000789715,3
571.6323471,9.679547595,2218.991387,0.402883356,20.37251907,103.418293,79.08307599,13.6843807,893.859205,-0.000350681,3
1175.573975,12.82626086,1363.903409,0.372849095,45.46069124,97.99129405,52.74359002,18.13302067,839.669315,-0.000423462,1
388.9671422,6.149151104,1339.355965,6.673702073,22.11183588,101.864547,76.13912868,8.693311732,587.250905,-0.000267542,2
284.5259935,6.200999873,585.6609021,-0.501993896,31.95140217,70.97035151,65.76793489,8.766612504,824.887085,-0.000841964,3
604.8746711,9.417100225,946.8196597,0.765381268,38.06529831,74.32183032,59.58419903,13.31334789,853.657735,-0.000493357,2
456.2935577,7.320590388,1340.314703,1.307695304,25.2417484,90.28487081,74.14500149,10.34942437,849.05574,2.15e-05,2
900.8643915,13.22354124,931.7913368,1.236538049,43.08319656,101.8045522,44.56225565,18.69467253,702.068235,-0.000464417,2
1862.074447,16.22494469,1878.533381,0.276337932,49.53014292,121.2127386,49.9679414,22.93788193,953.39067,-0.001335398,1
1378.223837,13.75903005,540.7229078,-0.111779837,70.27523781,75.91074993,27.57130585,19.45171543,815.250645,-0.002777177,2
522.8273623,9.361472462,3412.392406,-0.801679376,13.19727433,513.3426152,86.1360402,13.2347046,816.85847,-0.000448229,2
599.3924631,9.181447412,1697.505016,-0.099481791,25.93085447,106.3956823,73.43728566,12.98019567,891.32326,0.000132692,3
889.4479357,12.48074198,1856.953592,-1.050338534,29.46550536,172.6515824,61.51689585,17.64454619,684.274105,0.000381288,2
1087.252354,11.04042746,1790.130856,0.685672244,37.2183913,108.9867468,61.27904936,15.6083134,799.28269,-0.001607461,2
858.5280172,9.804803783,1883.209348,-0.29149524,30.99909732,103.7551522,67.99753614,13.8614606,811.22446,0.000323759,2
457.4279768,9.549661035,3296.952895,-1.236698673,12.14627751,485.4755265,87.54537727,13.50075464,820.269175,-0.00047857,2
745.0909826,9.985666878,1180.806814,0.493256329,38.58878989,101.4010612,61.15482149,14.11715431,977.15021,0.000428829,1
423.446913,8.493356741,2156.367555,3.869049633,16.09076715,173.2592,81.9408694,12.00741315,711.78667,0.001203374,2
891.3802354,9.631501344,2902.344136,3.487953944,23.24769951,239.424462,75.69477273,13.61645571,720.568025,-6.07e-06,3
541.6560081,8.454047032,2139.560079,-0.412464913,20.17372034,104.1949556,79.68689731,11.95183937,941.272035,0.000275669,3
560.024744,8.719638815,1066.33051,-0.070316198,34.25242967,91.07988605,65.21928038,12.32731757,927.54957,-0.000492589,2
917.7043447,9.190394286,923.2211877,-0.233060705,49.57245676,84.24524579,49.87046501,12.99284424,837.84824,-0.001473909,1
1229.357037,11.07169717,4314.720751,-0.329824593,21.85299655,194.1806815,76.69828606,15.65252069,670.800785,0.00068007,2
1432.421056,15.04991807,10019.05807,0.112000876,12.49790319,296.3612324,87.41648779,21.27669773,1003.56065,-0.000240132,1
346.2658943,7.708444797,667.3156285,0.331052836,33.14686971,81.26067226,63.87988119,10.89775035,786.97725,-0.000410024,1
308.8183563,5.182336515,905.5172948,10.12767264,24.86244479,97.00515975,72.9016695,7.32648557,579.956815,-0.000367692,2
962.4269531,12.78567371,5486.191658,0.698824629,14.71570082,367.4646702,83.88496897,18.07564091,807.014405,0.000115133,2
1062.794966,13.24363979,7453.108021,0.385338898,12.45275041,368.290001,87.32793899,18.72308669,860.169705,-0.000622471,1
960.4381143,9.768844944,1882.614866,-0.385869473,33.70638897,118.09607,66.07000286,13.81062409,884.628575,-0.000998823,2
1881.370956,15.00404737,2629.604847,-0.303564004,41.66084197,140.8089911,58.22963921,21.2118484,1030.28965,-0.001911508,2
943.5058394,11.23374328,1537.047084,1.091231465,37.34465499,102.9719545,60.83745393,15.88161205,859.980875,0.000132188,2
706.2540056,7.736848025,392.0815312,-0.000568837,63.46767462,61.13314094,35.23449474,10.93790518,783.896815,-0.001236726,2
1764.37198,14.92369543,2233.76151,1.109524417,44.01274351,147.2381321,55.72179421,21.09825151,1003.4394,0.00016415,1
465.9910291,7.426683585,791.9143192,-0.368836593,36.99442909,115.205873,62.86906035,10.49941276,962.70385,-0.000414919,2
678.0484682,10.18129844,3968.690663,-0.856306686,14.49876871,519.4493282,84.86285379,14.39372683,743.04817,3.24e-05,2
1066.056802,11.99798914,8003.857684,0.353297131,11.72740359,385.8307388,88.0482814,16.96205834,835.1168,-0.000699175,1
452.5102005,7.372992363,1307.422183,1.403357802,25.56102067,88.97662908,73.85257925,10.42350723,849.05574,2.23e-05,2
392.1045448,6.761331235,1276.646266,-0.169084076,23.09077536,84.37241857,75.18084792,9.558776352,736.261625,-0.000441532,2
2015.616866,14.901089,2441.637664,-0.646889019,45.06202232,186.9115011,54.58633175,21.06629186,966.671125,-0.001983217,2
1820.487967,15.71520266,1984.245588,-0.082888078,47.73063597,119.5711459,52.02413065,22.21723835,1001.2759,-0.001131725,1
273.820937,6.608792135,312.1974757,0.652337465,43.43764141,49.38626488,49.52551163,9.343125455,715.291745,0.000327824,2
808.0388248,11.44650333,1013.199967,-0.48489311,42.2727054,88.4367649,53.0057497,16.18239981,768.65372,-0.001069323,1
384.972812,6.762271961,1039.82887,0.812263911,26.51467107,76.26433187,71.6173184,9.560106295,762.49078,-6.48e-05,1
698.2558793,12.6981774,9496.836668,-1.168207023,6.841781602,447.9002984,93.05368464,17.95194373,969.9841,0.000263316,2
1782.411873,15.86531101,1736.02876,-0.228386556,50.38921201,106.3442313,49.07795029,22.42945279,950.69623,-0.001167265,1
1713.956546,13.15213972,749.4043222,-0.192156657,68.44597192,86.5392026,29.92707563,18.59372921,829.529205,-0.00270171,3
712.359817,8.56017013,1419.916533,0.400802619,33.16422664,113.0470686,66.10484281,12.10187003,783.21571,-0.000235248,1
1474.665475,13.53501979,578.0767864,-0.601063322,70.91948728,80.51729587,27.80081991,19.13502277,837.273675,-0.002271272,3
762.3256868,9.710956395,1446.138525,0.548407918,34.23580959,116.4690374,64.94563157,13.72878463,877.75079,-0.000476276,2
792.8843406,12.36671037,4943.741987,-0.781278129,13.69239531,402.7556066,85.37395195,17.48333494,976.468165,-0.000201149,2
919.0961645,9.253394622,2003.831855,0.697107979,31.15854211,115.6793035,67.93247721,13.08191044,751.949545,-0.000328495,2
390.1268825,7.066596216,1412.413363,-0.269457215,21.23683441,93.02910928,76.88572632,9.990342205,726.510605,-7.41e-05,2
979.7365143,10.56692146,2614.938979,1.428948309,27.06085403,185.2219944,72.22603319,14.93889819,869.417655,0.000228898,2
807.3877755,8.465134206,2329.48033,1.995849092,25.40135927,140.825408,73.28816285,11.96751377,676.389075,0.000245946,2
689.0976765,10.02493641,2974.56178,6.096583012,18.45629224,168.9374429,79.66850472,14.1726713,724.212695,0.000421308,2
641.8891272,10.28543172,481.9772227,-0.344910609,52.28508304,63.66104862,39.25945781,14.54094439,750.17917,-0.000381764,1
764.1025753,12.7954265,8607.029793,0.359329693,8.098738289,471.2238849,91.2260788,18.08942884,808.829665,-0.001133764,1
193.9306083,5.237482663,218.1051059,1.376686116,44.90050807,63.22997858,50.49759887,7.404447983,791.679575,-0.000882849,2
837.275961,11.84866238,5028.442545,0.367535933,14.09982126,367.6342117,84.67953747,16.75094886,757.736695,0.000290478,1
670.5283592,9.141437472,2074.48029,0.413655374,24.33564089,138.6016451,75.28959318,12.92363194,869.095315,0.00066,2
908.8967895,13.37208771,1013.16729,1.274128931,41.66759682,105.0780169,46.44778885,18.90467887,707.11088,-0.001008309,2
1815.622323,14.60085257,6639.26805,2.010888155,21.18391144,259.6013535,77.46416455,20.64183508,721.20476,0.000436732,2
1029.62015,8.701056967,1241.03731,2.419649079,44.64919598,93.42770422,53.81724327,12.30104763,669.439405,0.000974895,2
286.323708,6.820976681,483.5337519,-0.104837938,35.43055168,61.46119441,59.83391213,9.64309961,726.11446,9.25e-05,2
712.7065228,8.422522205,2379.511114,-0.100498859,22.82183639,126.8304729,76.19519619,11.9072714,736.62509,7.53e-05,2
819.0796925,10.60618662,2346.01182,1.710760636,25.82325142,138.7398347,73.96307542,14.99440899,1021.45485,-0.000190242,3
1085.092491,13.35323461,4030.582327,-0.556926618,20.87542556,332.9727161,77.54188885,18.87802546,841.29248,-0.00084668,3
547.7674929,8.992015205,798.6344905,0.086882937,39.24401949,81.3958582,57.21702714,12.71238744,767.08922,5.39e-05,2
1207.95444,12.79246947,2795.895705,-0.221423815,30.16315779,129.885515,69.81475505,18.08524836,1080.86715,-0.001116984,1
612.7180017,7.105034714,532.2728975,0.415203103,52.18063477,65.36664202,45.3297236,10.04468431,692.121895,0.000108381,2
797.4011446,10.70063538,3866.483626,5.812091335,16.95551761,164.3575167,82.21486969,15.12793514,828.42264,-0.000353714,3
2221.629792,16.22864152,2736.68025,-0.430990081,44.7649969,139.2892886,55.14306808,22.9431083,1047.19445,-0.001511805,2
484.597196,6.455571334,405.1157256,0.66381186,52.79541053,54.67187072,44.1361428,9.12651081,689.043505,0.000497101,2
2925.7847,18.19747753,911.0000543,-0.626993216,73.97456959,111.3587454,23.03342311,25.726534,785.54823,-0.00262231,1
967.9661873,12.00334978,4547.679236,1.068595404,17.52643619,175.9250427,82.34234933,16.9696369,936.04458,-0.000154241,3
634.4587139,10.01670572,4078.924449,-0.868451662,13.38943453,523.3907376,86.08045042,14.16103522,731.6549,-0.000587172,2
422.7756082,6.739533724,1010.756885,-0.216969695,28.89138437,71.15303419,69.07249403,9.527960301,720.237835,0.000508665,2
1502.883366,14.14411398,1923.685404,-0.717268267,43.79931692,131.8215516,56.06297108,19.99612466,1052.3017,-0.000524416,1
1925.738422,15.34737877,1313.279838,0.523154616,58.71836952,121.8754182,40.04367879,21.69723035,831.99754,-0.001830834,1
1327.237134,13.34050442,1548.449295,0.986964854,46.01281544,118.1304419,53.68182505,18.86002826,990.2659,-0.000815658,3
488.0443895,9.194096643,628.4917537,-0.076307159,42.98427906,78.48013408,55.35411432,12.99807841,863.59282,-0.00081617,2
997.0987535,9.888426228,2254.581516,0.173391066,30.35747198,129.702487,68.64254414,13.97968115,751.538405,-0.001005597,2
329.9106523,6.260536962,854.8647159,0.648558015,27.40074867,70.97210341,71.00083936,8.850782573,769.600355,-0.000505509,1
684.836997,8.360709292,2350.647789,-0.615045234,22.44991498,147.7989319,77.05752353,11.81988391,743.306355,0.000520679,1
472.4009072,6.702913419,1438.689378,1.371642137,24.40021036,120.3494435,74.3104489,9.476188646,731.079975,-0.000606853,2
215.8990208,5.367418994,300.9484113,3.801140975,40.16262891,66.24675049,55.98394712,7.5881444,789.1542,-0.000871314,2
292.9143584,7.176826464,376.5073584,0.879352483,41.09056116,51.27907412,52.81713987,10.14617931,731.576135,-1.65e-05,2
272.3065372,6.079949883,398.4804644,-0.76456379,39.35765327,69.2475746,57.59412209,8.595479077,827.27191,-0.000951423,3
1561.036487,12.78365272,2779.19138,0.685527737,35.81713733,157.4266283,63.76704207,18.07278376,919.59842,-0.000230696,3
822.0137181,7.966648809,520.7744518,0.973375825,59.04490933,121.0115512,37.40701599,11.26278415,571.724905,0.000177014,3
691.7625447,8.346376382,989.2551495,0.614234755,40.9325911,86.07219852,58.53565915,11.79962087,873.497775,-0.001202947,3
470.9721454,7.475074057,572.5319462,-0.51411144,43.51969941,87.53355702,52.90422894,10.56782439,743.651615,-0.000588469,2
565.7688378,11.11988575,3470.257328,0.350741959,13.84771801,354.377194,84.93777262,15.72064691,765.57786,-0.000568879,1
284.8175102,6.578190051,332.3704126,0.799848466,43.20527396,47.65378737,50.41879174,9.299862011,717.73737,-7.02e-05,2
1629.604278,11.52155102,1289.303092,0.170944754,55.52736876,121.0621231,43.93189756,16.28849787,841.20643,-0.001862416,1
651.8701453,11.11124987,1909.490418,-0.059555576,24.45978557,213.3993539,71.6488192,15.708438,779.776895,-6.33e-05,2
749.4354436,12.16916935,6909.305803,-0.407525108,9.716033982,542.3308918,89.57549386,17.20406296,887.803575,0.00019378,1
1053.419623,12.52954359,6531.067211,-0.325637586,13.72737938,265.9403865,85.10800014,17.71353907,774.861555,2.65e-05,1
783.8931626,8.597467558,1539.370384,-0.325582845,33.45193508,106.865353,65.69124545,12.15459896,776.34553,-3.35e-05,1
153.8021661,7.161712683,3576.791766,-1.434222303,4.113039723,739.4092666,95.65201182,10.12481233,633.432805,4.61e-06,2
836.2756199,12.89980019,6237.186806,-1.059944998,11.68168544,448.0053227,87.12540765,18.23698628,845.80814,-0.000181765,2
794.9641729,9.226919472,2049.885519,-0.360705446,27.91181852,108.6936216,71.97309581,13.04448142,900.69323,-0.000519342,2
755.4288632,12.92740898,7024.564885,-0.907836467,9.695885123,458.9473342,90.15987803,18.27601798,1093.89845,-0.000393628,3
