"MEAN_RR","HR","RMSSD","MEDIAN_RR","higuci","pNN50","SD2","pNN25","SDRR_RMSSD","TP","condition"
705.8653852,86.31771059,10.48827262,684.57388,1.159297784,0.2,146.1136167,2.933333333,9.863488649,2132.209604,2
782.0198487,77.19003692,8.203961388,788.34954,1.169510174,0,84.33089428,0.4,7.285743575,985.0918408,2
667.6642012,90.76163779,11.7040048,662.337635,1.15453257,0.466666667,90.10742795,3.8,5.466839964,2105.649873,2
806.6751132,74.92617614,13.19142404,803.32235,1.1410178,0.266666667,96.45521434,5.6,5.194471403,2537.653541,2
749.1711873,81.32659702,10.00543393,732.260935,1.1364874,0.333333333,152.162142,1.6,10.76526902,2915.516797,2
992.8010209,64.27392385,16.28542429,996.558185,1.102102519,1.2,292.1779514,11.26666667,12.69610875,5849.222722,3
700.8139834,88.02857378,11.60107782,688.8187,1.167113968,0.266666667,158.3809778,4.533333333,9.666556786,3165.373,2
844.3001532,71.5166526,8.87597175,849.026925,1.197485328,0,91.78032293,0.533333333,7.328783818,1410.108167,2
738.7139631,81.6688589,10.12813633,737.76617,1.259571351,0,76.59349642,2.066666667,5.370796677,874.7105241,2
815.5660496,74.36662208,15.02363604,820.16328,1.127227117,0.066666667,111.0082495,9.8,5.248632156,3025.596997,2
1022.524927,60.58860038,16.43997198,1009.60675,1.121182899,1.333333333,265.4216663,10.73333333,11.42711401,5179.553504,3
879.7868129,69.05855484,12.7713081,870.10271,1.127651652,0.133333333,141.9500349,5.933333333,7.875221798,3363.951252,2
700.6739793,86.73394481,18.68262178,712.54741,1.299225079,2.466666667,102.9132676,10.13333333,3.927079845,2093.456183,2
969.2123768,66.89402938,18.35304258,954.227615,1.14927713,2.866666667,368.1850411,11.6,14.19426216,6800.29453,2
812.1639658,74.41800002,19.16991026,815.42315,1.255684658,0.4,94.62144425,19.93333333,3.525889382,2580.262046,2
720.4656869,83.49498968,9.525228317,719.897645,1.314244766,0,51.32075336,0.933333333,3.842495703,636.4450331,2
708.1130097,85.61575245,20.62070458,696.60565,1.245552478,1.266666667,103.5580038,22.93333333,3.5861691,3206.415368,2
932.8331529,64.95586624,18.41424332,939.567145,1.19791326,1,126.0498845,14.66666667,4.866087796,2987.607687,2
880.9738438,68.45910041,11.7266208,885.02177,1.087276792,0,88.28449005,4.2,5.346935983,2248.163872,2
726.36918,83.03904071,9.51014539,724.169055,1.18154679,0,74.18535235,1.2,5.538523438,1343.844448,2
804.8178104,75.03865115,14.30302202,806.854845,1.16346469,0.6,89.525024,7.266666667,4.454072473,2331.867988,2
871.9447576,69.42556622,11.98957238,856.805665,1.163456086,1,116.4168137,4.4,6.884086747,2600.686183,2
706.1986414,86.23971236,8.693367123,718.37802,1.169501209,0,110.4489296,0.933333333,8.997679768,1408.539282,2
842.011406,71.79020778,13.11221444,843.19792,1.188236562,0.066666667,101.4713623,5.333333333,5.494891092,2597.569896,3
1034.036257,58.75085738,23.62531685,1038.0953,1.133321667,3.666666667,156.6842755,28.46666667,4.716163603,5772.160242,2
1128.473591,63.38804023,18.64480937,1211.91345,1.077261023,2.733333333,538.5477288,15,20.43061477,9279.398481,3
693.3644122,86.85959936,9.782057114,688.219105,1.173190375,0,60.41678088,2.866666667,4.395841021,1037.659143,2
932.6790147,67.3045979,17.55838504,860.096155,1.151194199,1.866666667,302.7295331,13.26666667,12.20169738,6247.402498,3
829.9697624,74.01290063,11.87613308,840.77848,1.147380632,0.333333333,175.3093992,4.4,10.44992506,2950.012056,2
1186.343959,65.69322409,11.36976402,1302.5787,1.084140281,0.6,794.5902466,2.533333333,49.41956682,4094.141924,2
881.4302848,68.69961224,13.24578426,898.162025,1.234116379,0.133333333,113.3430731,6.666666667,6.071291359,2285.369852,2
806.435446,74.96694199,12.99741761,804.409605,1.133344911,0.133333333,97.89174296,5.4,5.349102,2490.957438,2
574.2396034,105.2825582,8.864414386,565.557905,1.203253893,0.133333333,73.95703686,1.333333333,5.920654023,1307.363249,3
742.7169808,81.59521112,9.953238417,747.647445,1.165255881,0,101.8140577,1.8,7.250435282,1822.304628,2
796.472157,75.8180148,14.5767519,792.20932,1.338800191,0.066666667,89.45108887,9.8,4.367933161,1310.91392,1
807.5791877,74.84233137,13.27661445,804.57029,1.13596236,0.266666667,96.44202162,5.666666667,5.160755193,2496.568977,2
897.1305811,67.52435976,16.21145753,905.46701,1.175416554,0.2,118.4408525,12.8,5.190273856,2655.00478,1
802.6260661,75.5293397,16.6378857,806.598375,1.180597894,1.333333333,108.5579013,9.733333333,4.640721044,2928.703368,2
814.8018321,74.02276252,20.89490825,814.674155,1.285980707,0.533333333,81.30049728,25.86666667,2.796392266,2367.346919,2
563.0694473,111.2621286,17.5162584,522.61883,1.301856204,1.466666667,181.3910476,14.26666667,7.339563511,4508.989538,1
730.3925483,82.90095399,9.79493523,721.55213,1.165797181,0,103.564667,2.266666667,7.493154961,2571.311396,2
747.7652862,80.82956744,10.2752376,752.536945,1.218427208,0,88.47454473,1.866666667,6.10902559,997.0429523,2
764.2440957,78.95020523,10.22931479,766.003285,1.20479147,0.066666667,79.39506756,2.066666667,5.510970036,1551.594727,1
782.7565836,76.93406946,12.70824685,782.061935,1.309395278,0,66.11718235,4.733333333,3.712708275,1031.764571,2
862.7350154,70.42619431,19.71877246,877.467035,1.160533773,2.933333333,127.1237681,12.53333333,4.585960012,3765.329662,1
724.2181075,83.71519726,22.09545888,713.607715,1.227981606,2.066666667,104.4724078,26.73333333,3.380568094,3218.702176,2
799.3660521,75.55742724,14.3888065,798.75374,1.166765196,0.6,90.58888307,6.733333333,4.479803402,2678.256544,2
1232.558199,53.28514747,14.82936424,1330.06355,1.05803179,1.133333333,458.9720749,7.6,21.89081736,4892.169549,2
937.4913003,69.10064444,18.13803695,890.49294,1.146838688,2.8,368.3028539,11.26666667,14.36690186,6513.062247,2
714.4660971,84.66871945,9.691950555,708.46069,1.16613116,0,91.09854743,1.4,6.665174065,1701.901931,2
703.4331084,86.04857996,19.85932886,693.577875,1.237401489,0.6,94.94250339,21.6,3.417301533,2801.234672,2
799.745502,75.66573588,15.01058578,811.01379,1.309756579,0.066666667,100.5533727,9.4,4.763122135,1897.58369,1
714.6858798,87.27270242,14.93004014,677.473075,1.15541651,1.933333333,226.4950896,6.733333333,10.73876607,5611.682481,2
616.4199126,98.42980368,8.911727173,597.04677,1.17024088,0.2,101.9230396,1.866666667,8.102601956,2034.143972,2
837.185454,72.23138588,19.24615896,843.29742,1.231317357,0.2,99.41487385,21.06666667,3.686603971,2690.325698,3
892.4498206,67.703069,13.68447129,893.859205,1.180387373,0,103.418293,6.6,5.367206688,2805.899188,3
835.610696,72.3376635,18.13313333,839.669315,1.261610047,0.6,97.99129405,16.4,3.853793529,2585.91311,1
609.5054239,99.54443894,8.693349695,587.250905,1.186415306,0.2,101.864547,1.866666667,8.300624493,1759.090218,2
820.380577,73.41660418,8.766655119,824.887085,1.232066011,0,70.97035151,1.133333333,5.746183743,890.4961105,3
851.3226957,70.76298668,13.31336984,853.657735,1.257474218,0.133333333,74.32183032,6.066666667,3.978981701,1589.044873,2
854.7508812,70.58098895,10.34952453,849.05574,1.150562449,0,90.28487081,2.666666667,6.188744386,1807.693946,2
693.2501923,87.64092295,18.69467832,702.068235,1.303201396,2.466666667,101.8045522,10.13333333,3.88299922,2090.987817,2
965.9413563,62.59817462,22.93906236,953.39067,1.247176649,2.2,121.2127386,29.53333333,3.769761097,3759.477233,1
815.0611959,73.95000521,19.45184386,815.250645,1.291196495,0.266666667,75.91074993,20.4,2.804443353,1961.179897,2
936.6542149,73.11791301,13.24296426,816.85847,1.122210677,1,513.3426152,6.333333333,27.41443609,3961.631389,2
885.1789346,68.30036956,12.98019726,891.32326,1.178557636,0,106.3956823,6.266666667,5.817532144,2311.502938,3
666.0205696,93.45536828,17.64472178,684.274105,1.25826358,1.466666667,172.6515824,10.86666667,6.937013344,3018.607436,2
795.4657385,76.21486505,15.60848865,799.28269,1.171304588,0.866666667,108.9867468,8.733333333,4.96266328,2921.277132,2
807.6632705,74.9382574,13.86174362,811.22446,1.120706533,0.533333333,103.7551522,7,5.316274052,2769.525861,2
1014.255073,65.9490308,13.50077288,820.269175,1.117570286,0.733333333,485.4755265,7,25.43183624,3765.993132,2
972.1361553,62.0767002,14.11768519,977.15021,1.163213357,0.933333333,101.4010612,7,5.103400997,1930.848272,1
736.0644734,83.33112433,12.00802401,711.78667,1.229620213,0,173.2592,4.733333333,10.21482553,2631.6142,2
766.8494529,81.17053183,13.61668015,720.568025,1.153928229,0.133333333,239.424462,7.733333333,12.44323792,3834.272871,3
937.3578666,64.42077688,11.95191688,941.272035,1.104624685,0.2,104.1949556,4.866666667,6.184704684,2684.958445,3
934.1157528,64.53558149,12.32735163,927.54957,1.192007374,0,91.07988605,3.6,5.248302698,1634.992757,2
839.0167969,71.8836708,12.99344102,837.84824,1.145694447,0,84.24524579,4.466666667,4.611850303,1851.238378,1
647.6583901,97.72103677,15.65255966,670.800785,1.172421278,1.266666667,194.1806815,10.2,8.78638957,5625.576492,2
1018.561729,61.84177434,21.27708077,1003.56065,1.071399584,3.933333333,296.3612324,18.33333333,9.861741642,11461.29102,1
782.958463,77.07497228,10.8980135,786.97725,1.289998436,0.066666667,81.26067226,2.533333333,5.296187395,1044.641311,1
595.9713237,101.6983833,7.326776666,579.956815,1.198523711,0.2,97.00515975,0.666666667,9.375312444,1242.107761,2
867.04305,74.72985876,18.07725632,807.014405,1.180076912,2.8,367.4646702,10.73333333,14.38238153,6540.136721,2
917.5467806,70.45238781,18.72314348,860.169705,1.075818919,2.866666667,368.290001,12.8,13.91799827,8534.620314,1
881.0945254,68.72577818,13.81078366,884.628575,1.100903523,0.2,118.09607,7.4,6.067124369,2849.424527,2
1026.99654,58.99965333,21.21232024,1030.28965,1.135025373,2.4,140.8089911,23,4.720400554,4515.921587,2
853.0423722,70.90528746,15.88214364,859.980875,1.232540223,0.6,102.9719545,11,4.611731497,2526.481607,2
783.2528444,76.84490815,10.93819572,783.896815,1.164616214,0,61.13314094,2.4,3.983515015,1112.777504,2
990.4785531,61.36021918,21.0982754,1003.4394,1.22579506,1.266666667,147.2381321,24.06666667,4.959955651,4008.775276,1
970.0398916,62.29297031,10.49946819,962.70385,1.154129257,0,115.205873,1.8,7.774864711,1259.624869,2
933.5743882,73.39220607,14.39384071,743.04817,1.107329468,1.266666667,519.4493282,8,25.52318707,4676.593451,2
893.1293372,73.40045803,16.96581689,835.1168,1.083552962,2.066666667,385.8307388,11.8,16.08855093,9090.305406,1
855.4019543,70.51414816,10.42356745,849.05574,1.155727374,0,88.97662908,2.6,6.056622647,1770.313504,2
735.8451153,82.08379755,9.559851527,736.261625,1.16407587,0,84.37241857,1.133333333,6.260721602,1698.100383,2
958.2278538,63.88896938,21.06629296,966.671125,1.143027312,1.466666667,186.9115011,23.73333333,6.293738077,4472.983595,2
1002.125167,60.31449184,22.21763244,1001.2759,1.217309278,1.933333333,119.5711459,27.4,3.838243647,3814.086969,1
713.5809835,84.29465296,9.343135529,715.291745,1.314634272,0,49.38626488,0.666666667,3.770966414,630.3770833,2
766.5046777,78.82726755,16.18248881,768.65372,1.313958616,0,88.4367649,12.4,3.896549175,1911.490682,1
759.4967008,79.41715467,9.560106295,762.49078,1.186298767,0.066666667,76.26433187,1.2,5.662970806,1451.923771,1
1035.913627,63.83089218,17.95194816,969.9841,1.079788524,2.6,447.9002984,11.73333333,17.64937091,10205.76101,2
958.1663184,63.00878204,22.42967304,950.69623,1.255477494,1.866666667,106.3442313,28.93333333,3.389659477,3537.28864,1
828.2925422,72.8522199,18.59377737,829.529205,1.208067581,0.266666667,86.5392026,18.13333333,3.328808408,2504.101408,3
787.2367604,77.00833734,12.10269858,783.21571,1.171828883,0,113.0470686,3.466666667,6.623745292,2147.976567,1
837.2728135,72.00602334,19.1350264,837.273675,1.257865945,0.266666667,80.51729587,20.2,3.017144695,2079.351574,3
881.7312459,68.64951708,13.72887151,877.75079,1.182691606,0.933333333,116.4690374,5.066666667,6.019563622,2226.690988,2
947.9234733,71.04825036,17.48798287,976.468165,1.128666334,2.133333333,402.7556066,11,16.29264183,5790.691276,2
750.8287089,80.95817504,13.08220225,751.949545,1.140073476,0.4,115.6793035,5.066666667,6.272560213,2949.740592,2
728.5729935,83.03633402,9.990374005,726.510605,1.181841465,0.133333333,93.02910928,1.666666667,6.603458863,1837.029356,2
840.9757542,73.70827133,14.9388982,869.417655,1.131959121,1.8,185.2219944,7.8,8.78141685,3620.493697,2
680.0734532,90.39501223,11.97003181,676.389075,1.136004956,0.4,140.825408,4.333333333,8.334008184,3178.521932,2
737.4808163,83.13367721,14.17270941,724.212695,1.213094264,0.666666667,168.9374429,6.666666667,8.44347745,3733.673413,2
747.6620116,80.55708644,14.54104962,750.17917,1.330150162,0.133333333,63.66104862,7.933333333,3.135873984,1227.671622,1
940.3391829,70.79534391,18.10735803,808.829665,1.117983555,2.133333333,471.2238849,13.26666667,18.40845145,9434.834761,1
783.0196406,76.89977205,7.404448145,791.679575,1.264800351,0,63.22997858,0.533333333,6.058988669,431.9118349,2
833.8889848,78.45480725,16.75842018,757.736695,1.140442898,1.266666667,367.6342117,9.666666667,15.52005618,5938.202658,1
884.3012585,68.65398197,12.9240819,869.095315,1.139930681,0.133333333,138.6016451,6.4,7.599696242,2755.334705,2
700.1555464,86.82684083,18.90468687,707.11088,1.322947397,2.466666667,105.0780169,10.46666667,3.962012657,2181.3036,2
740.5827857,85.62554683,20.64246648,721.20476,1.162175802,3.066666667,259.6013535,14.13333333,8.906686941,8570.760542,2
672.7058831,90.13957386,12.30106369,669.439405,1.146457475,0.533333333,93.42770422,4.266666667,5.393781018,2306.021703,2
728.3565317,82.6745254,9.643099612,726.11446,1.312325308,0,61.46119441,0.933333333,4.53448037,808.1265868,2
729.6069785,83.57018606,11.90782083,736.62509,1.160384382,0.2,126.8304729,3.933333333,7.547998986,3122.914873,2
1004.613443,60.3980698,14.99442708,1021.45485,1.171578929,0.4,138.7398347,10.13333333,6.561779472,3171.868945,3
895.3361969,71.55001105,18.87962168,841.29248,1.144362457,3,332.9727161,11.73333333,12.48099794,5197.941895,3
763.5805835,79.04633552,12.71248706,767.08922,1.249398395,0.466666667,81.3958582,4.066666667,4.555025926,1395.798647,2
1078.240159,56.07368445,18.08524926,1080.86715,1.141763573,0.733333333,129.885515,16.66666667,5.102904927,4004.734677,1
698.1687639,86.30977395,10.0448265,692.121895,1.178604593,0,65.36664202,2.8,4.628595348,1174.224891,2
825.3107867,74.20356452,15.1279377,828.42264,1.219247876,1.266666667,164.3575167,6.066666667,7.698628052,4702.900631,3
1046.207206,57.88520336,22.94319428,1047.19445,1.13005445,3.133333333,139.2892886,28.2,4.321919879,4962.87266,2
692.6896059,86.88830655,9.126681157,689.043505,1.182213176,0,54.67187072,2.266666667,4.265232674,917.8775032,2
783.4320835,77.41008274,25.72675903,785.54823,1.226940345,3.666666667,111.3587454,37.73333333,3.101321902,3955.122302,1
933.3694579,65.46150615,16.97036481,936.04458,1.144187439,0.6,175.9250427,14.66666667,7.34733824,5522.892258,3
929.4871947,73.93512142,14.16119053,731.6549,1.115233268,1.266666667,523.3907376,7.4,26.1391095,4738.502679,2
722.1414361,83.50195474,9.527961297,720.237835,1.169728519,0,71.15303419,1.333333333,5.304176004,1463.327623,2
1042.612692,58.02748266,19.99613302,1052.3017,1.197737276,1.533333333,131.8215516,19.93333333,4.688253458,3431.294073,1
831.064756,73.01385275,21.69755542,831.99754,1.242472303,1.2,121.8754182,27.46666667,4.00319478,3279.61835,1
983.5245161,61.48172279,18.86023454,990.2659,1.219360704,1.266666667,118.1304419,15.73333333,4.457091646,2884.494507,3
861.091274,69.98182827,12.99820637,863.59282,1.316620997,0,78.48013408,3.466666667,4.298543208,1135.402059,2
741.8050681,82.28738106,13.97979019,751.538405,1.139151426,0.6,129.702487,6.733333333,6.579473643,3284.52499,2
768.4703667,78.4195521,8.851007447,769.600355,1.186341194,0.066666667,70.97210341,0.6,5.691976569,1204.020577,1
759.4503728,80.49100381,11.8205787,743.306355,1.147635101,0.066666667,147.7989319,3.666666667,8.855463771,3050.510426,1
712.3069437,85.70303893,9.476261872,731.079975,1.14612221,0,120.3494435,1.2,8.99424221,1936.0526,2
780.872555,77.15234659,7.588144407,789.1542,1.241211329,0,66.24675049,0.4,6.193480871,537.561974,2
729.167785,82.49959185,10.14617963,731.576135,1.328356998,0,51.27907412,1,3.60856834,712.8507134,2
823.4031353,73.13235303,8.595518244,827.27191,1.240611132,0,69.2475746,1,5.718538426,691.8769658,3
901.0654214,67.78912593,18.07412727,919.59842,1.125918837,2.533333333,157.4266283,12.26666667,6.179211267,4358.350787,3
598.8774903,101.9879698,11.26316364,571.724905,1.202638115,0.2,121.0115512,4.4,7.613608444,1392.183894,3
868.4168837,69.45218944,11.79990525,873.497775,1.145950058,0,86.07219852,3.733333333,5.182051097,1690.004288,3
742.3207326,81.41150153,10.56821777,743.651615,1.224414152,0,87.53355702,2.066666667,5.878082061,1082.2045,2
826.0082458,78.93543627,15.72161036,765.57786,1.149795732,1.8,354.377194,7.533333333,15.94657579,4085.646728,1
716.6937345,83.91069764,9.299878257,717.73737,1.30724512,0,47.65378737,0.866666667,3.657666107,659.2193131,2
835.3120808,72.65018302,16.28908043,841.20643,1.12684766,0.133333333,121.0621231,12.6,5.279036494,2934.776696,1
744.4352059,84.55397428,15.70999444,779.776895,1.271895169,1.266666667,213.3993539,7.866666667,9.618115199,2665.068929,2
975.3781085,71.05897559,17.2096975,887.803575,1.115598649,1.6,542.3308918,12.93333333,22.28873461,7713.388457,1
821.0538599,76.87891356,17.71420912,774.861555,1.141909589,1.8,265.9403865,12.2,10.62744844,7673.858157,1
768.7767251,78.84106382,12.15461769,776.34553,1.132798828,0.2,106.865353,3.866666667,6.237083594,2343.341755,1
992.5715974,76.69366432,10.1554976,633.432805,1.101332277,0.4,739.4092666,2.866666667,51.48598829,3739.379547,2
907.0184332,74.44050659,18.23706627,845.80814,1.129393375,2.666666667,448.0053227,13.26666667,17.37773455,7158.860973,2
890.028378,67.93593516,13.04454966,900.69323,1.07737273,0.133333333,108.6936216,6.666666667,5.913153636,2848.127478,2
1059.463609,63.09422748,18.27623943,1093.89845,1.07760439,2.066666667,458.9473342,13.33333333,17.76369194,7791.231575,3
914.7301584,66.56732161,17.65956246,935.75732,1.195364909,1.066666667,148.2259998,14.33333333,5.956156615,3738.991511,2
836.4612053,72.13589947,11.96891736,838.46467,1.204955078,0.2,87.29220614,3.066666667,5.18129816,2198.927399,3
796.6441872,76.98966737,13.29178151,806.646915,1.155351464,0.133333333,163.7709945,5.4,8.72676033,3704.476713,1
799.2521447,75.66301768,15.31107925,801.395305,1.253100593,0.4,97.53237945,9.6,4.531991856,2221.851589,2
845.9537262,71.43469542,13.04247707,846.409295,1.190215148,0.066666667,99.70390791,5.266666667,5.428605859,2602.662476,3
758.4313477,80.05422577,25.87694284,749.84901,1.240345155,4.933333333,116.4519219,34.93333333,3.221203379,4401.666045,1
719.0385869,83.68086658,9.541431623,719.449445,1.308506125,0,53.3659611,0.933333333,3.986404406,667.2384849,2
794.0009585,75.80895083,10.79883311,796.00401,1.27649468,0.266666667,62.30347339,1.666666667,4.110172849,983.7561646,1
712.495012,85.18233827,20.3884647,699.316415,1.227416241,1.133333333,110.0936431,22,3.850855312,3352.74443,2
995.7446268,63.30945093,22.3114086,956.5091,1.158613342,3.933333333,369.1026174,21.66666667,11.70851335,6646.905564,3
1121.239367,63.71949556,18.30251486,1200.58695,1.07447145,2.533333333,540.169403,14.33333333,20.87511495,8974.267481,3
1056.698511,58.16640898,16.50261707,1072.07015,1.115556845,0.933333333,222.4968025,13.2,9.546686257,4352.861719,3
835.519159,72.06477549,9.612921318,840.5169,1.20708866,0,68.89219098,1.266666667,5.092189603,1070.841347,3
