"LF","VLF","LF_PCT","VLF_PCT","MEDIAN_REL_RR","TP","pNN25","RMSSD_REL_RR","higuci","SKEW_REL_RR","condition"
321.396964,654.0592268,32.62609137,66.39576126,-0.000275757,985.0918408,0.4,0.005250203,1.169510174,-0.316780927,2
884.1975897,1184.719375,41.99167207,56.26383521,0.000910417,2105.649873,3.8,0.008984862,1.15453257,-0.150542461,2
752.4143296,1758.950872,29.65000215,69.31406685,0.000367958,2537.653541,5.6,0.007874318,1.1410178,0.009727337,2
462.7845523,2437.556303,15.87315679,83.60632,0.000279792,2915.516797,1.6,0.006003685,1.1364874,2.993463467,2
897.1876114,4944.621041,15.33857837,84.53466855,0.000989666,5849.222722,11.26666667,0.009876738,1.102102519,0.046527802,3
577.4694142,2535.44944,18.24332912,80.09954721,0.000746687,3165.373,4.533333333,0.00945948,1.167113968,0.056196764,2
278.6714122,1119.34254,19.76241388,79.37990619,-1.38e-05,1410.108167,0.533333333,0.005464973,1.197485328,-0.534101209,2
393.8616604,432.6656848,45.02765767,49.46387095,-0.000446681,874.7105241,2.066666667,0.009061301,1.259571351,-0.035672746,2
1395.897168,1610.788893,46.13625572,53.23871272,-0.001892605,3025.596997,9.8,0.007993122,1.127227117,-0.887459825,2
770.8482358,4391.132272,14.88252289,84.77820083,0.000221871,5179.553504,10.73333333,0.008798348,1.121182899,0.752849089,3
706.798408,2648.957507,21.01095869,78.74541896,9.22e-05,3363.951252,5.933333333,0.005710623,1.127651652,0.641929241,2
878.0020977,998.0010158,41.94031406,47.67241006,-0.000602721,2093.456183,10.13333333,0.019805012,1.299225079,-1.002055448,2
855.8869372,5866.584578,12.58602746,86.269566,0.00013183,6800.29453,11.6,0.014193933,1.14927713,0.264102552,2
1443.864372,1087.828089,55.95805178,42.15959733,-0.000330024,2580.262046,19.93333333,0.013097217,1.255684658,-0.410769113,2
302.8972642,297.3105098,47.59205405,46.71424779,0.000129684,636.4450331,0.933333333,0.008622942,1.314244766,0.129739698,2
1869.837077,1192.99364,58.3154976,37.20645964,-0.002147529,3206.415368,22.93333333,0.01713014,1.245552478,0.765354261,2
1294.567345,1670.574899,43.33123625,55.9168095,-0.001233622,2987.607687,14.66666667,0.010499402,1.19791326,-0.427009538,2
585.2072159,1658.222207,26.03045193,73.75895627,-0.00010911,2248.163872,4.2,0.004689395,1.087276792,-0.12005404,2
390.6510789,921.6927857,29.06966497,68.58627029,-0.000118468,1343.844448,1.2,0.007409703,1.18154679,0.164719731,2
892.0440727,1404.339566,38.25448427,60.22380224,0.000126844,2331.867988,7.266666667,0.009091393,1.16346469,-0.286258736,2
727.2354072,1864.417193,27.96321264,71.68943355,0.000138759,2600.686183,4.4,0.006184658,1.163456086,0.455866337,2
389.755062,995.211735,27.67086917,70.65558963,-2.29e-05,1408.539282,0.933333333,0.006824583,1.169501209,-1.195224676,2
666.2773428,1907.470182,25.65002558,73.43287218,0.00085176,2597.569896,5.333333333,0.00787108,1.188236562,0.006588021,3
2336.236376,3433.410579,40.47421204,59.48224642,-0.002254107,5772.160242,28.46666667,0.009137297,1.133321667,-0.343450572,2
679.5661335,8565.223177,7.323385614,92.30364655,0.00054906,9279.398481,15,0.015637705,1.077261023,-0.442110918,3
551.1438876,457.0166278,53.11415518,44.04303964,0.000311236,1037.659143,2.866666667,0.007319609,1.173190375,0.576798197,2
838.4365806,5383.018845,13.42056288,86.16411135,-0.000164646,6247.402498,13.26666667,0.010058241,1.151194199,1.071308766,3
558.993345,2376.395456,18.94884951,80.55544893,0.000257913,2950.012056,4.4,0.006818683,1.147380632,-0.095979522,2
133.5574121,3953.895213,3.262158825,96.57445409,0.000426737,4094.141924,2.533333333,0.005150851,1.084140281,-0.008966309,2
595.3625485,1675.342228,26.05103711,73.30726913,-0.000300159,2285.369852,6.666666667,0.008031913,1.234116379,-0.845752842,2
716.7050717,1750.032956,28.77227289,70.25543388,0.000660591,2490.957438,5.4,0.007488589,1.133344911,-0.028337318,2
579.9063493,689.0707437,44.35694131,52.70690789,0.000477842,1307.363249,1.333333333,0.008714656,1.203253893,1.315455322,3
510.6365442,1292.104352,28.02146997,70.90495911,-0.000672381,1822.304628,1.8,0.006796127,1.165255881,-0.335130314,2
553.2132762,677.1609264,42.20057991,51.65563628,-0.00084663,1310.91392,9.8,0.012623483,1.338800191,0.092265188,1
693.5589074,1779.3225,27.78048248,71.27071259,0.000535145,2496.568977,5.666666667,0.007828005,1.13596236,-0.018438673,2
1252.436532,1387.503826,47.17266579,52.25993701,-0.000328636,2655.00478,12.8,0.008634171,1.175416554,-0.640480109,1
1247.455858,1636.058606,42.59413472,55.86289905,-0.001572714,2928.703368,9.733333333,0.011293282,1.180597894,-0.770563121,2
1655.881312,674.0295125,69.94671118,28.47193654,-0.002810926,2367.346919,25.86666667,0.014062982,1.285980707,-0.040550009,2
820.3010966,3397.785686,18.19257041,75.35581217,-0.000850665,4508.989538,14.26666667,0.025772831,1.301856204,1.372776567,1
366.5514082,2173.044004,14.25542658,84.51111784,0.000119527,2571.311396,2.266666667,0.007525818,1.165797181,1.536481404,2
449.4478017,515.3652482,45.07807819,51.68937276,-0.000735193,997.0429523,1.866666667,0.007972862,1.218427208,-0.305559182,2
473.7786262,1051.897102,30.53494692,67.79457834,-0.000399745,1551.594727,2.066666667,0.007175834,1.20479147,-0.098582714,1
528.2013098,453.454487,51.19397627,43.94941439,-0.001044297,1031.764571,4.733333333,0.010129015,1.309395278,-0.053138181,2
1425.887762,2297.570195,37.86886912,61.01909797,-0.00013764,3765.329662,12.53333333,0.013114538,1.160533773,-0.908161121,1
2198.965156,902.6418609,68.31837913,28.04365895,-0.00286801,3218.702176,26.73333333,0.016474684,1.227981606,0.387711645,2
999.7186744,1637.346988,37.32721859,61.1348077,0.000311133,2678.256544,6.733333333,0.009243349,1.166765196,-0.011995174,2
447.334457,4437.301968,9.143887032,90.70212969,0.000151423,4892.169549,7.6,0.006133985,1.05803179,-0.532115257,2
871.8827822,5564.909941,13.38667971,85.44229626,0.000112515,6513.062247,11.26666667,0.014201219,1.146838688,0.548478652,2
403.5640606,1267.661527,23.71253321,74.48499262,5.03e-05,1701.901931,1.4,0.007741513,1.16613116,0.181462366,2
1781.501226,901.817633,63.59700039,32.19357671,-0.002900657,2801.234672,21.6,0.016011283,1.237401489,0.861690626,2
657.0040667,1175.572635,34.62319317,61.95102965,-0.00058205,1897.58369,9.4,0.012171705,1.309756579,-0.50971033,1
672.4366247,4839.772366,11.98279887,86.24458677,0.000552808,5611.682481,6.733333333,0.013790484,1.15541651,1.775475938,2
457.288232,1543.560468,22.48062273,75.88255746,0.000298505,2034.143972,1.866666667,0.007423736,1.17024088,2.2711424,2
1633.410164,1030.679073,60.71421633,38.31056864,-0.000789715,2690.325698,21.06666667,0.011780874,1.231317357,-0.72962214,3
571.6323471,2218.991387,20.37251907,79.08307599,-0.000350681,2805.899188,6.6,0.007603621,1.180387373,-0.160590322,3
1175.573975,1363.903409,45.46069124,52.74359002,-0.000423462,2585.91311,16.4,0.012320766,1.261610047,-0.433959736,1
388.9671422,1339.355965,22.11183588,76.13912868,-0.000267542,1759.090218,1.866666667,0.007589901,1.186415306,2.48311278,2
284.5259935,585.6609021,31.95140217,65.76793489,-0.000841964,890.4961105,1.133333333,0.006495088,1.232066011,-0.095023029,3
604.8746711,946.8196597,38.06529831,59.58419903,-0.000493357,1589.044873,6.066666667,0.009137548,1.257474218,-0.430160337,2
456.2935577,1340.314703,25.2417484,74.14500149,2.15e-05,1807.693946,2.666666667,0.005585077,1.150562449,0.593580935,2
900.8643915,931.7913368,43.08319656,44.56225565,-0.000464417,2090.987817,10.13333333,0.019915308,1.303201396,-0.833818473,2
1862.074447,1878.533381,49.53014292,49.9679414,-0.001335398,3759.477233,29.53333333,0.0126874,1.247176649,0.595587714,1
1378.223837,540.7229078,70.27523781,27.57130585,-0.002777177,1961.179897,20.4,0.013357758,1.291196495,-0.086737049,2
522.8273623,3412.392406,13.19727433,86.1360402,-0.000448229,3961.631389,6.333333333,0.008933595,1.122210677,0.768502064,2
599.3924631,1697.505016,25.93085447,73.43728566,0.000132692,2311.502938,6.266666667,0.007310643,1.178557636,-0.308307722,3
889.4479357,1856.953592,29.46550536,61.51689585,0.000381288,3018.607436,10.86666667,0.021741198,1.25826358,-0.166699199,2
1087.252354,1790.130856,37.2183913,61.27904936,-0.001607461,2921.277132,8.733333333,0.010579211,1.171304588,-0.603103003,2
858.5280172,1883.209348,30.99909732,67.99753614,0.000323759,2769.525861,7,0.008200423,1.120706533,-0.292182436,2
457.4279768,3296.952895,12.14627751,87.54537727,-0.00047857,3765.993132,7,0.007602384,1.117570286,0.525976995,2
745.0909826,1180.806814,38.58878989,61.15482149,0.000428829,1930.848272,7,0.00687041,1.163213357,-0.423692808,1
423.446913,2156.367555,16.09076715,81.9408694,0.001203374,2631.6142,4.733333333,0.009537287,1.229620213,1.96599647,2
891.3802354,2902.344136,23.24769951,75.69477273,-6.07e-06,3834.272871,7.733333333,0.009164177,1.153928229,1.945422187,3
541.6560081,2139.560079,20.17372034,79.68689731,0.000275669,2684.958445,4.866666667,0.005082335,1.104624685,-0.204795194,3
560.024744,1066.33051,34.25242967,65.21928038,-0.000492589,1634.992757,3.6,0.006511095,1.192007374,0.390651245,2
917.7043447,923.2211877,49.57245676,49.87046501,-0.001473909,1851.238378,4.466666667,0.006710561,1.145694447,-0.055812857,1
1229.357037,4314.720751,21.85299655,76.69828606,0.00068007,5625.576492,10.2,0.022254708,1.172421278,-0.29436863,2
1432.421056,10019.05807,12.49790319,87.41648779,-0.000240132,11461.29102,18.33333333,0.008018227,1.071399584,0.017726543,1
346.2658943,667.3156285,33.14686971,63.87988119,-0.000410024,1044.641311,2.533333333,0.008723026,1.289998436,-0.575983362,1
308.8183563,905.5172948,24.86244479,72.9016695,-0.000367692,1242.107761,0.666666667,0.006729903,1.198523711,3.062618013,2
962.4269531,5486.191658,14.71570082,83.88496897,0.000115133,6540.136721,10.73333333,0.015164587,1.180076912,1.120241934,2
1062.794966,7453.108021,12.45275041,87.32793899,-0.000622471,8534.620314,12.8,0.009435701,1.075818919,0.867616525,1
960.4381143,1882.614866,33.70638897,66.07000286,-0.000998823,2849.424527,7.4,0.005718602,1.100903523,0.026191941,2
1881.370956,2629.604847,41.66084197,58.22963921,-0.001911508,4515.921587,23,0.00892681,1.135025373,-0.122315937,2
943.5058394,1537.047084,37.34465499,60.83745393,0.000132188,2526.481607,11,0.010268111,1.232540223,-0.704552621,2
706.2540056,392.0815312,63.46767462,35.23449474,-0.001236726,1112.777504,2.4,0.006662596,1.164616214,-0.160630477,2
1764.37198,2233.76151,44.01274351,55.72179421,0.00016415,4008.775276,24.06666667,0.010621266,1.22579506,-0.917352485,1
465.9910291,791.9143192,36.99442909,62.86906035,-0.000414919,1259.624869,1.8,0.004743389,1.154129257,0.167353094,2
678.0484682,3968.690663,14.49876871,84.86285379,3.24e-05,4676.593451,8,0.00873454,1.107329468,0.811050234,2
1066.056802,8003.857684,11.72740359,88.0482814,-0.000699175,9090.305406,11.8,0.009957299,1.083552962,0.825591695,1
452.5102005,1307.422183,25.56102067,73.85257925,2.23e-05,1770.313504,2.6,0.005716791,1.155727374,0.654840733,2
392.1045448,1276.646266,23.09077536,75.18084792,-0.000441532,1698.100383,1.133333333,0.006910778,1.16407587,0.095162737,2
2015.616866,2441.637664,45.06202232,54.58633175,-0.001983217,4472.983595,23.73333333,0.009448743,1.143027312,-0.098093046,2
1820.487967,1984.245588,47.73063597,52.02413065,-0.001131725,3814.086969,27.4,0.01118514,1.217309278,0.028610494,1
273.820937,312.1974757,43.43764141,49.52551163,0.000327824,630.3770833,0.666666667,0.008815263,1.314634272,-0.482187274,2
808.0388248,1013.199967,42.2727054,53.0057497,-0.001069323,1911.490682,12.4,0.013797471,1.313958616,-0.244684307,1
384.972812,1039.82887,26.51467107,71.6173184,-6.48e-05,1451.923771,1.2,0.006993091,1.186298767,-0.2765335,1
698.2558793,9496.836668,6.841781602,93.05368464,0.000263316,10205.76101,11.73333333,0.00797403,1.079788524,0.272873231,2
1782.411873,1736.02876,50.38921201,49.07795029,-0.001167265,3537.28864,28.93333333,0.012633835,1.255477494,0.363363282,1
1713.956546,749.4043222,68.44597192,29.92707563,-0.00270171,2504.101408,18.13333333,0.011295353,1.208067581,-0.095237348,3
712.359817,1419.916533,33.16422664,66.10484281,-0.000235248,2147.976567,3.466666667,0.007156459,1.171828883,0.302068774,1
1474.665475,578.0767864,70.91948728,27.80081991,-0.002271272,2079.351574,20.2,0.012062745,1.257865945,-0.015141298,3
762.3256868,1446.138525,34.23580959,64.94563157,-0.000476276,2226.690988,5.066666667,0.00806542,1.182691606,0.259571393,2
792.8843406,4943.741987,13.69239531,85.37395195,-0.000201149,5790.691276,11,0.014638291,1.128666334,-0.145360596,2
919.0961645,2003.831855,31.15854211,67.93247721,-0.000328495,2949.740592,5.066666667,0.008128397,1.140073476,-0.389846939,2
390.1268825,1412.413363,21.23683441,76.88572632,-7.41e-05,1837.029356,1.666666667,0.00790172,1.181841465,0.099962602,2
979.7365143,2614.938979,27.06085403,72.22603319,0.000228898,3620.493697,7.8,0.010061627,1.131959121,-1.085446966,2
807.3877755,2329.48033,25.40135927,73.28816285,0.000245946,3178.521932,4.333333333,0.00907918,1.136004956,-0.086761422,2
689.0976765,2974.56178,18.45629224,79.66850472,0.000421308,3733.673413,6.666666667,0.013306694,1.213094264,2.025624325,2
641.8891272,481.9772227,52.28508304,39.25945781,-0.000381764,1227.671622,7.933333333,0.013544615,1.330150162,-0.300825441,1
764.1025753,8607.029793,8.098738289,91.2260788,-0.001133764,9434.834761,13.26666667,0.012627832,1.117983555,1.089862141,1
193.9306083,218.1051059,44.90050807,50.49759887,-0.000882849,431.9118349,0.533333333,0.006237315,1.264800351,-1.236032832,2
837.275961,5028.442545,14.09982126,84.67953747,0.000290478,5938.202658,9.666666667,0.015651623,1.140442898,1.027073082,1
670.5283592,2074.48029,24.33564089,75.28959318,0.00066,2755.334705,6.4,0.006148753,1.139930681,0.68417939,2
908.8967895,1013.16729,41.66759682,46.44778885,-0.001008309,2181.3036,10.46666667,0.020279101,1.322947397,-0.812530165,2
1815.622323,6639.26805,21.18391144,77.46416455,0.000436732,8570.760542,14.13333333,0.015979584,1.162175802,1.123842589,2
1029.62015,1241.03731,44.64919598,53.81724327,0.000974895,2306.021703,4.266666667,0.009245989,1.146457475,-0.223827779,2
286.323708,483.5337519,35.43055168,59.83391213,9.25e-05,808.1265868,0.933333333,0.008809146,1.312325308,0.140759343,2
712.7065228,2379.511114,22.82183639,76.19519619,7.53e-05,3122.914873,3.933333333,0.008329167,1.160384382,-0.166621847,2
819.0796925,2346.01182,25.82325142,73.96307542,-0.000190242,3171.868945,10.13333333,0.007102323,1.171578929,-1.180475139,3
1085.092491,4030.582327,20.87542556,77.54188885,-0.00084668,5197.941895,11.73333333,0.013719756,1.144362457,0.615816275,3
547.7674929,798.6344905,39.24401949,57.21702714,5.39e-05,1395.798647,4.066666667,0.010367706,1.249398395,-0.26376861,2
1207.95444,2795.895705,30.16315779,69.81475505,-0.001116984,4004.734677,16.66666667,0.006649897,1.141763573,-0.310704183,1
612.7180017,532.2728975,52.18063477,45.3297236,0.000108381,1174.224891,2.8,0.007386051,1.178604593,0.613155294,2
797.4011446,3866.483626,16.95551761,82.21486969,-0.000353714,4702.900631,6.066666667,0.010623115,1.219247876,0.810505157,3
2221.629792,2736.68025,44.7649969,55.14306808,-0.001511805,4962.87266,28.2,0.009170544,1.13005445,-0.152903231,2
484.597196,405.1157256,52.79541053,44.1361428,0.000497101,917.8775032,2.266666667,0.007027235,1.182213176,0.454668677,2
2925.7847,911.0000543,73.97456959,23.03342311,-0.00262231,3955.122302,37.73333333,0.01791518,1.226940345,-0.111078882,1
967.9661873,4547.679236,17.52643619,82.34234933,-0.000154241,5522.892258,14.66666667,0.007543601,1.144187439,0.28733742,3
634.4587139,4078.924449,13.38943453,86.08045042,-0.000587172,4738.502679,7.4,0.008922133,1.115233268,0.809633707,2
422.7756082,1010.756885,28.89138437,69.07249403,0.000508665,1463.327623,1.333333333,0.007238781,1.169728519,-0.114977928,2
1502.883366,1923.685404,43.79931692,56.06297108,-0.000524416,3431.294073,19.93333333,0.009589638,1.197737276,-0.139126067,1
1925.738422,1313.279838,58.71836952,40.04367879,-0.001830834,3279.61835,27.46666667,0.014019492,1.242472303,0.028006793,1
1327.237134,1548.449295,46.01281544,53.68182505,-0.000815658,2884.494507,15.73333333,0.009459023,1.219360704,-0.4311934,3
488.0443895,628.4917537,42.98427906,55.35411432,-0.00081617,1135.402059,3.466666667,0.008835253,1.316620997,-0.30205347,2
997.0987535,2254.581516,30.35747198,68.64254414,-0.001005597,3284.52499,6.733333333,0.009000749,1.139151426,-0.544542171,2
329.9106523,854.8647159,27.40074867,71.00083936,-0.000505509,1204.020577,0.6,0.006128343,1.186341194,-0.072327443,1
684.836997,2350.647789,22.44991498,77.05752353,0.000520679,3050.510426,3.666666667,0.007118045,1.147635101,0.370151023,1
472.4009072,1438.689378,24.40021036,74.3104489,-0.000606853,1936.0526,1.2,0.007056944,1.14612221,-1.070892912,2
215.8990208,300.9484113,40.16262891,55.98394712,-0.000871314,537.561974,0.4,0.006215138,1.241211329,-1.707242771,2
292.9143584,376.5073584,41.09056116,52.81713987,-1.65e-05,712.8507134,1,0.009180571,1.328356998,-0.433893529,2
272.3065372,398.4804644,39.35765327,57.59412209,-0.000951423,691.8769658,1,0.00638998,1.240611132,-0.155483965,3
1561.036487,2779.19138,35.81713733,63.76704207,-0.000230696,4358.350787,12.26666667,0.009105352,1.125918837,-0.762776346,3
822.0137181,520.7744518,59.04490933,37.40701599,0.000177014,1392.183894,4.4,0.009807086,1.202638115,1.293535317,3
691.7625447,989.2551495,40.9325911,58.53565915,-0.001202947,1690.004288,3.733333333,0.006149196,1.145950058,-0.482767733,3
470.9721454,572.5319462,43.51969941,52.90422894,-0.000588469,1082.2045,2.066666667,0.008372197,1.224414152,-0.162590693,2
565.7688378,3470.257328,13.84771801,84.93777262,-0.000568879,4085.646728,7.533333333,0.011618879,1.149795732,0.94503614,1
284.8175102,332.3704126,43.20527396,50.41879174,-7.02e-05,659.2193131,0.866666667,0.008456307,1.30724512,-0.307931949,2
1629.604278,1289.303092,55.52736876,43.93189756,-0.001862416,2934.776696,12.6,0.008087509,1.12684766,-0.379367899,1
651.8701453,1909.490418,24.45978557,71.6488192,-6.33e-05,2665.068929,7.866666667,0.018577549,1.271895169,-0.278769332,2
749.4354436,6909.305803,9.716033982,89.57549386,0.00019378,7713.388457,12.93333333,0.012200658,1.115598649,0.740547836,1
1053.419623,6531.067211,13.72737938,85.10800014,2.65e-05,7673.858157,12.2,0.012772474,1.141909589,0.581262007,1
783.8931626,1539.370384,33.45193508,65.69124545,-3.35e-05,2343.341755,3.866666667,0.007414164,1.132798828,-0.206704837,1
153.8021661,3576.791766,4.113039723,95.65201182,4.61e-06,3739.379547,2.866666667,0.005707469,1.101332277,0.650322868,2
836.2756199,6237.186806,11.68168544,87.12540765,-0.000181765,7158.860973,13.26666667,0.01450062,1.129393375,0.514004342,2
794.9641729,2049.885519,27.91181852,71.97309581,-0.000519342,2848.127478,6.666666667,0.005015389,1.07737273,-0.138612849,2
